,file_name,race
0,100_1_0_20170119212053665_00.png,White
1,10_0_0_20170116201102149_00.png,White
2,10_0_0_20170120220628194_00.png,White
3,110_1_0_20170120134701015_00.png,White
4,111_1_0_20170120134646399_00.png,White
5,115_1_0_20170120134725990_00.png,White
6,115_1_0_20170120134725991_00.png,White
7,116_1_0_20170120134921760_00.png,White
8,11_1_0_20170117133441179_00.png,White
9,13_1_0_20170120133325603_00.png,White
10,14_0_0_20170116204045849_00.png,White
11,14_0_0_20170116211955846_00.png,White
12,14_0_0_20170120133332421_00.png,White
13,14_1_0_20170119150832998_00.png,White
14,15_0_0_20170116201123807_00.png,White
15,15_0_0_20170120133307597_00.png,White
16,15_1_0_20170116232438243_00.png,White
17,16_0_0_20170120133327900_00.png,White
18,16_1_0_20170116204045849_00.png,White
19,16_1_0_20170116214318225_00.png,White
20,16_1_0_20170117133441179_00.png,White
21,16_1_0_20170119155149354_00.png,White
22,17_0_0_20170116221917954_00.png,White
23,17_0_0_20170117091447979_00.png,White
24,17_0_0_20170120133328941_00.png,White
25,17_1_0_20170116222802508_00.png,White
26,18_1_0_20170117133441179_00.png,White
27,19_0_0_20170119150054894_00.png,White
28,19_0_0_20170120133526566_00.png,White
29,19_1_0_20170119145731470_00.png,White
30,20_0_0_20170116205342932_00.png,White
31,20_0_0_20170117005807799_00.png,White
32,20_0_0_20170120133527581_00.png,White
33,20_0_0_20170120133547085_00.png,White
34,20_1_0_20170116000638538_00.png,White
35,20_1_0_20170116214335363_00.png,White
36,20_1_0_20170119153358328_00.png,White
37,20_1_0_20170119153405080_00.png,White
38,20_1_0_20170119153410801_00.png,White
39,20_1_0_20170119153717575_00.png,White
40,20_1_0_20170119153738075_00.png,White
41,20_1_0_20170120140127200_00.png,White
42,21_0_0_20170116225141614_00.png,White
43,21_0_0_20170120134243735_00.png,White
44,21_1_0_20170120134012302_00.png,White
45,22_0_0_20170116220735674_00.png,White
46,22_0_0_20170119150241646_00.png,White
47,22_0_0_20170119150313790_00.png,White
48,22_0_0_20170119151204830_00.png,White
49,22_1_0_20170120133800998_00.png,White
50,22_1_0_20170120133804390_00.png,White
51,23_0_0_20170119145312190_00.png,White
52,23_0_0_20170119163828336_00.png,White
53,23_1_0_20170116221819522_00.png,White
54,23_1_0_20170116222839270_00.png,White
55,24_0_0_20170116204032263_00.png,White
56,24_0_0_20170117003314278_00.png,White
57,24_0_0_20170119150204399_00.png,White
58,24_0_0_20170119151341215_00.png,White
59,24_0_0_20170119152257171_00.png,White
60,24_1_0_20170116211912644_00.png,White
61,24_1_0_20170116214453175_00.png,White
62,24_1_0_20170116222936821_00.png,White
63,24_1_0_20170116225049260_00.png,White
64,24_1_0_20170117013808240_00.png,White
65,24_1_0_20170117120938226_00.png,White
66,24_1_0_20170119170930694_00.png,White
67,24_1_0_20170119170936274_00.png,White
68,24_1_0_20170119171026777_00.png,White
69,24_1_0_20170119211426377_00.png,White
70,25_0_0_20170116200810348_00.png,White
71,25_0_0_20170116213542860_00.png,White
72,25_0_0_20170119145504925_00.png,White
73,25_0_0_20170119171125583_00.png,White
74,25_0_0_20170119171135792_00.png,White
75,25_0_0_20170119171141465_00.png,White
76,25_0_0_20170119171142840_00.png,White
77,25_0_0_20170119171843896_00.png,White
78,25_0_0_20170120134516424_00.png,White
79,25_0_0_20170120221436173_00.png,White
80,25_0_0_20170120222735442_00.png,White
81,25_1_0_20170116002343174_00.png,White
82,25_1_0_20170116205342932_00.png,White
83,25_1_0_20170116213524092_00.png,White
84,25_1_0_20170119163307644_00.png,White
85,25_1_0_20170119172023545_00.png,White
86,25_1_0_20170119172027811_00.png,White
87,25_1_0_20170119172029833_00.png,White
88,25_1_0_20170119172030770_00.png,White
89,25_1_0_20170119172033312_00.png,White
90,26_0_0_20170116152556326_00.png,White
91,26_0_0_20170116192554607_00.png,White
92,26_0_0_20170116193409254_00.png,White
93,26_0_0_20170116205232826_00.png,White
94,26_0_0_20170116215855605_00.png,White
95,26_0_0_20170116224921695_00.png,White
96,26_0_0_20170116232725357_00.png,White
97,26_0_0_20170116232936514_00.png,White
98,26_0_0_20170117120944631_00.png,White
99,26_0_0_20170119172232809_00.png,White
100,26_0_0_20170119175520123_00.png,White
101,26_0_0_20170119175528635_00.png,White
102,26_0_0_20170119180056835_00.png,White
103,26_0_0_20170119180114276_00.png,White
104,26_0_0_20170119180126156_00.png,White
105,26_0_0_20170119180138027_00.png,White
106,26_0_0_20170119180141460_00.png,White
107,26_0_0_20170119180207803_00.png,White
108,26_0_0_20170119180222692_00.png,White
109,26_0_0_20170119180652115_00.png,White
110,26_0_0_20170119184314895_00.png,White
111,26_0_0_20170119184315753_00.png,White
112,26_0_0_20170120134026967_00.png,White
113,26_0_0_20170120134035224_00.png,White
114,26_0_0_20170120134036223_00.png,White
115,26_0_0_20170120134052839_00.png,White
116,26_0_0_20170120134358310_00.png,White
117,26_0_0_20170120134406935_00.png,White
118,26_0_0_20170120134533448_00.png,White
119,26_0_0_20170120134634767_00.png,White
120,26_0_0_20170120134635670_00.png,White
121,26_0_0_20170120140037464_00.png,White
122,26_0_0_20170120140714337_00.png,White
123,26_1_0_20170116192554607_00.png,White
124,26_1_0_20170116193157590_00.png,White
125,26_1_0_20170116204809505_00.png,White
126,26_1_0_20170116225049260_00.png,White
127,26_1_0_20170116232646294_00.png,White
128,26_1_0_20170117003314278_00.png,White
129,26_1_0_20170119180130438_00.png,White
130,26_1_0_20170119192623081_00.png,White
131,26_1_0_20170119192656049_00.png,White
132,26_1_0_20170119192657178_00.png,White
133,26_1_0_20170119192908266_00.png,White
134,26_1_0_20170119211348122_00.png,White
135,26_1_0_20170120134215383_00.png,White
136,26_1_0_20170120134302655_00.png,White
137,27_0_0_20170116213542860_00.png,White
138,27_0_0_20170116232646294_00.png,White
139,27_0_0_20170117013808240_00.png,White
140,27_0_0_20170117020138207_00.png,White
141,27_0_0_20170117120426927_00.png,White
142,27_0_0_20170117134951867_00.png,White
143,27_0_0_20170119145326086_00.png,White
144,27_0_0_20170119150234550_00.png,White
145,27_0_0_20170119193202931_00.png,White
146,27_0_0_20170120220108816_00.png,White
147,27_1_0_20170119154437418_00.png,White
148,27_1_0_20170119155531065_00.png,White
149,27_1_0_20170119163226214_00.png,White
150,27_1_0_20170119194402442_00.png,White
151,28_0_0_20170116003131512_00.png,White
152,28_0_0_20170116003139657_00.png,White
153,28_0_0_20170116232628323_00.png,White
154,28_0_0_20170117120226377_00.png,White
155,28_0_0_20170117120938226_00.png,White
156,28_0_0_20170117140820048_00.png,White
157,28_0_0_20170119155105218_00.png,White
158,28_0_0_20170119194754322_00.png,White
159,28_0_0_20170119194800515_00.png,White
160,28_0_0_20170120133901719_00.png,White
161,28_0_0_20170120133921719_00.png,White
162,28_0_0_20170120134223574_00.png,White
163,28_0_0_20170120134320743_00.png,White
164,28_0_0_20170120134432302_00.png,White
165,28_0_0_20170120134909814_00.png,White
166,28_0_0_20170120220120096_00.png,White
167,28_0_0_20170120220122514_00.png,White
168,28_0_0_20170120221639941_00.png,White
169,28_0_0_20170120221648261_00.png,White
170,28_1_0_20170116000534759_00.png,White
171,28_1_0_20170116202056699_00.png,White
172,28_1_0_20170116205749382_00.png,White
173,28_1_0_20170116213524092_00.png,White
174,28_1_0_20170117003302256_00.png,White
175,28_1_0_20170117020138207_00.png,White
176,28_1_0_20170119155143777_00.png,White
177,28_1_0_20170120140301800_00.png,White
178,29_0_0_20170116225141614_00.png,White
179,29_0_0_20170116233154004_00.png,White
180,29_0_0_20170117120426927_00.png,White
181,29_0_0_20170119195119659_00.png,White
182,29_0_0_20170119195149987_00.png,White
183,29_0_0_20170119195323402_00.png,White
184,29_1_0_20170116003521569_00.png,White
185,29_1_0_20170117130603900_00.png,White
186,29_1_0_20170117153920514_00.png,White
187,29_1_0_20170119164401126_00.png,White
188,29_1_0_20170119195510715_00.png,White
189,29_1_0_20170120133642078_00.png,White
190,29_1_0_20170120140336809_00.png,White
191,29_1_0_20170120140806986_00.png,White
192,30_0_0_20170116232936514_00.png,White
193,30_0_0_20170117003412499_00.png,White
194,30_0_0_20170117171629282_00.png,White
195,30_0_0_20170119145340944_00.png,White
196,30_0_0_20170119145357069_00.png,White
197,30_0_0_20170119150440126_00.png,White
198,30_0_0_20170119180139147_00.png,White
199,30_0_0_20170119180216577_00.png,White
200,30_0_0_20170119195539771_00.png,White
201,30_0_0_20170119195542220_00.png,White
202,30_0_0_20170120134230135_00.png,White
203,30_0_0_20170120134248646_00.png,White
204,30_0_0_20170120220636164_00.png,White
205,30_0_0_20170120220656642_00.png,White
206,30_0_0_20170120223905134_00.png,White
207,30_1_0_20170120133648501_00.png,White
208,30_1_0_20170120220732969_00.png,White
209,30_1_0_20170120220742867_00.png,White
210,31_0_0_20170116233154004_00.png,White
